	pmid	keywords	pub_types
3686	32381668	['*Betacoronavirus', 'Coronavirus Infections/diagnostic imaging/mortality/*prevention & control/transmission', 'Humans', 'Pandemics/*prevention & control', 'Pneumonia, Viral/diagnostic imaging/mortality/*prevention & control/transmission', '*Radiology', 'Triage'],  	['Journal Article']
3687	32381644	"['Adolescent', 'Betacoronavirus', 'Child', '*Coronavirus Infections/epidemiology/prevention & control/transmission', '*Domestic Violence', 'Female', 'Health Policy', 'Health Resources', 'Humans', '*Pandemics/prevention & control', '*Pneumonia, Viral/epidemiology/prevention & control/transmission', 'Risk', '*Social Isolation', 'Vulnerable Populations', ""*Women's Health Services"", 'Young Adult'],  "	['Editorial']
3688	32381594	['Betacoronavirus', 'China', '*Continuity of Patient Care', 'Coronavirus Infections', 'Humans', '*Pandemics', 'Pneumonia, Viral', 'Retrospective Studies'], ['*COVID-19', '*SARS-CoV-2', '*cancer', '*treatment']	['Letter', 'Comment']
3689	32381489	['Betacoronavirus', 'China', 'Coronavirus Infections', 'Humans', 'Pandemics', 'Pneumonia, Viral', '*RNA, Viral', 'Retrospective Studies', '*SARS Virus', 'Viral Load'],  	['Editorial', 'Comment']
3690	32381478	['Coronavirus Infections/epidemiology/*prevention & control', 'Humans', 'Manufacturing and Industrial Facilities/standards/*trends', 'Mass Vaccination/*organization & administration/standards', 'Pandemics/*prevention & control', 'Pneumonia, Viral/epidemiology/*prevention & control', 'Viral Vaccines/*administration & dosage/standards/*supply & distribution'], ['*COVID-19', '*Mass vaccination', '*Pandemic', '*Vaccines']	['Journal Article']
3691	32381148	['Coronavirus Infections/*epidemiology/prevention & control', '*Decision Making', '*Disease Outbreaks', 'Humans', 'Pandemics/prevention & control', 'Pneumonia, Viral/*epidemiology/prevention & control', '*Psychological Theory'], ['*Coronavirus', '*epidemics', '*infectious disease control', '*mathematical modelling', '*pandemic']	"['Journal Article', ""Research Support, Non-U.S. Gov't""]"
3692	32381073	['Adult', 'Betacoronavirus', 'Clinical Laboratory Techniques', '*Coronavirus/genetics/isolation & purification', 'Coronavirus Infections/*diagnosis/diagnostic imaging/epidemiology', 'Family Characteristics', 'Feces/*virology', 'Fever/*etiology', 'Humans', 'Infant', 'Lung/*diagnostic imaging', 'Lymphocyte Count', 'Male', 'Nasopharynx/*virology', 'Pandemics', 'Pneumonia, Viral/*diagnostic imaging/epidemiology', 'Polymerase Chain Reaction', 'Severe Acute Respiratory Syndrome/transmission', 'Tomography, X-Ray Computed'], ['COVID-19', 'Children', 'SARS-CoV-2']	['Case Reports', 'Journal Article']
3693	32381057	['Adult', '*Betacoronavirus', 'Coronavirus Infections/*diagnostic imaging', 'Diagnosis, Differential', 'Female', 'Humans', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*diagnostic imaging', 'Tomography, X-Ray Computed'], ['Coronavirus infections', 'Lung diseases', 'Pneumonia', 'Tomography, x-ray computed']	['Journal Article']
3694	32381022	['Betacoronavirus', '*Coronavirus', 'Coronavirus Infections/*epidemiology', 'Ethnic Groups', 'Health Services, Indigenous/*organization & administration', 'Humans', 'Latin America', '*Pandemics', 'Pneumonia, Viral/*epidemiology', '*Population Groups', '*Rural Population'], ['*COVID-19', '*Health systems response', '*Indigenous populations', '*Latin America']	['Journal Article']
3695	32380958	['*Betacoronavirus', '*Coronavirus Infections/drug therapy/metabolism/physiopathology', 'HMGB1 Protein/*metabolism', 'Humans', 'Inflammation/metabolism/prevention & control', 'Lung/metabolism/physiopathology', 'Molecular Targeted Therapy', '*Pandemics', '*Pneumonia, Viral/drug therapy/metabolism/physiopathology', 'RNA, Viral/metabolism', 'Toll-Like Receptor 4/metabolism'], ['*ARDS', '*COVID-19', '*HMGB1', '*Influenza', '*Pathogenesis', '*Pneumonia', '*RAGE', '*SARS-CoV-2', '*TLR4', '*Therapy']	"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']"
3696	32380903	['Antibodies, Viral/*blood', 'Betacoronavirus/immunology', 'Broadly Neutralizing Antibodies/immunology', 'Coronavirus Infections/*immunology/therapy', 'Humans', 'Immunization, Passive/standards', 'Pandemics', 'Pneumonia, Viral/*immunology', 'SARS Virus/*immunology', 'Severe Acute Respiratory Syndrome/*immunology', 'Time Factors', 'Viral Vaccines/standards'], ['COVID-19', 'SARS', 'SARS-CoV-2', 'antibody', 'cross-neutralization']	['Letter']
3697	32380803	['Aged, 80 and over', 'Betacoronavirus', 'Coronavirus Infections/*diagnosis', '*Diagnosis, Differential', 'Female', 'Humans', 'Lung/diagnostic imaging', 'Male', 'Middle Aged', 'Negative Results', 'Pandemics', 'Pneumonia, Bacterial/*diagnosis', 'Pneumonia, Viral/*diagnosis', 'Pulmonary Embolism/*diagnosis', 'Radiography, Thoracic', 'Tomography, X-Ray Computed'],  	['Case Reports', 'Journal Article']
3698	32380802	['Angiotensin-Converting Enzyme Inhibitors/therapeutic use', 'Arrhythmias, Cardiac/virology', 'Betacoronavirus', 'Cardiovascular Diseases/*complications/virology', 'Cardiovascular System/*virology', 'Comorbidity', 'Coronavirus Infections/*complications', 'Developing Countries', 'Heart/virology', 'Heart Transplantation', 'Humans', 'Myocarditis/virology', 'Myocardium/pathology', 'Pandemics', 'Pneumonia, Viral/*complications', 'ST Elevation Myocardial Infarction/virology'],  	['Journal Article', 'Review']
3699	32380787	['Acute Kidney Injury/*mortality/physiopathology/prevention & control/*virology', 'Angiotensin II/pharmacology', 'Betacoronavirus/*pathogenicity', 'Cathepsins/metabolism', 'Cell Death/drug effects', 'Coronavirus Infections/mortality/pathology/physiopathology/*virology', 'Creatinine/blood', 'Critical Illness/mortality', 'Endosomes/drug effects/enzymology/metabolism', 'Humans', 'Hydrogen-Ion Concentration', 'Incidence', 'Kidney Tubules, Proximal/*metabolism/physiopathology/*virology', 'Lysosomes/drug effects/enzymology/metabolism', 'Pandemics', 'Peptidyl-Dipeptidase A/metabolism', 'Pneumonia, Viral/mortality/pathology/physiopathology/*virology', 'Receptors, Virus/metabolism', 'Severe Acute Respiratory Syndrome/blood/mortality/physiopathology', 'Virus Internalization', 'Virus Replication'], ['ACE2', 'SARS-CoV-2', 'acute kidney injury', 'lysosomes', 'proximal tubule cells']	['Journal Article']
3700	32380531	['*Betacoronavirus', 'Coronavirus Infections', '*Heart Failure', 'Humans', 'Pandemics', 'Pneumonia, Viral'],  	['Journal Article', 'Comment']
3701	32380453	['Betacoronavirus', 'Coronavirus Infections/diagnosis/*epidemiology/transmission', '*Dentists', 'Mouth Mucosa/metabolism/virology', 'Pandemics', 'Peptidyl-Dipeptidase A/metabolism', 'Pneumonia, Viral/diagnosis/*epidemiology/transmission', 'Practice Guidelines as Topic'], ['*COVID-19', '*Dentistry', '*Epidemiology', '*Infection control']	['Journal Article', 'Review']
3702	32380044	['Adult', 'Age Factors', 'Aged', 'Body Mass Index', 'Coronavirus Infections/*complications/epidemiology', 'Female', 'Humans', 'Male', 'Middle Aged', 'Obesity/*complications/epidemiology', 'Pandemics', 'Pneumonia, Viral/*complications/epidemiology', 'Risk Factors'],  	['Letter']
3703	32380043	['Betacoronavirus', 'Coronavirus Infections', 'Humans', 'Pandemics', 'Pneumonia, Viral', '*SARS Virus', '*Transients and Migrants', 'Venezuela'],  	['Letter', 'Comment']
3704	32380034	['*Betacoronavirus', '*Coronavirus Infections', 'Humans', 'Pandemics', 'Pneumonia, Viral'],  	['Editorial', 'Comment']
3705	32379957	['Adenosine Monophosphate/*analogs & derivatives/therapeutic use', 'Alanine/*analogs & derivatives/therapeutic use', 'Anti-Infective Agents/*therapeutic use', 'Azithromycin/therapeutic use', '*Betacoronavirus', '*Controlled Clinical Trials as Topic/methods', 'Coronavirus Infections/*drug therapy/therapy', 'Drug Therapy, Combination', 'Humans', 'Hydroxychloroquine/*therapeutic use', 'Observational Studies as Topic', 'Pandemics', 'Pneumonia, Viral/*drug therapy/therapy', 'Research Design/standards'],  	['Editorial', 'Interview']
3706	32379757	['Betacoronavirus', 'Clinical Laboratory Techniques', '*Coronavirus/genetics/isolation & purification', 'Coronavirus Infections/diagnosis/epidemiology/*transmission', 'Global Health', 'Hand Disinfection', '*Hot Temperature', 'Humans', '*Humidity', '*Hygiene', 'Latin America/epidemiology', '*Pandemics', 'Pneumonia, Viral/diagnosis/epidemiology/*transmission', 'Reverse Transcriptase Polymerase Chain Reaction', '*Travel', 'Water Supply'],  	['Journal Article']
3707	32379747	['Betacoronavirus', '*Coronavirus Infections/epidemiology', 'Delivery of Health Care/trends', '*General Practitioners', 'Health Personnel', '*Health Workforce', 'Humans', 'Midwifery', 'New Zealand/epidemiology', '*Pandemics', '*Pneumonia, Viral/epidemiology', 'Quarantine', '*Rural Health Services', 'Rural Population'],  	['Letter']
3708	32379745	['Betacoronavirus', 'Comorbidity', '*Coronavirus Infections/complications/epidemiology/transmission', '*Diabetes Complications', 'Diabetes Mellitus/*epidemiology', '*Health Status Disparities', 'Humans', 'Inpatients', '*Pandemics', '*Pneumonia, Viral/complications/epidemiology/transmission', 'Prognosis', '*Public Health', 'Risk Factors'],  	['Letter']
3709	32379733	['Coronavirus Infections/*epidemiology/*prevention & control/transmission', 'Crowding', 'Humans', 'Pandemics/*prevention & control', 'Pneumonia, Viral/*epidemiology/*prevention & control/transmission', '*Public Health Practice', 'Travel', 'United States/epidemiology', 'Workplace'],  	['Journal Article']
3710	32379731	['Animals', 'Coronavirus Infections/*epidemiology/prevention & control/*transmission', '*Disease Outbreaks/prevention & control', '*Food-Processing Industry', 'Humans', 'Meat', 'Occupational Diseases/*epidemiology/prevention & control', 'Pandemics/prevention & control', 'Pneumonia, Viral/*epidemiology/prevention & control/*transmission', 'Poultry', 'United States/epidemiology'],  	['Journal Article']
3711	32379729	['Adolescent', 'Adult', 'African Americans/statistics & numerical data', 'Aged', 'Aged, 80 and over', 'Cohort Studies', 'Comorbidity', 'Coronavirus Infections/*epidemiology/ethnology/*therapy', 'Georgia/epidemiology', 'Hospitalization/statistics & numerical data', 'Humans', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*epidemiology/ethnology/*therapy', 'Risk Factors', 'Treatment Outcome', 'Young Adult'],  	['Journal Article']
3712	32379727	['Capacity Building', 'Disease Outbreaks/*prevention & control', 'Humans', 'Kenya/epidemiology', 'Mass Screening/*organization & administration', 'Pilot Projects', '*Public Health Surveillance', 'Respiratory Tract Diseases/*diagnosis/epidemiology/*prevention & control'],  	['Journal Article']
3713	32379726	['Adolescent', 'Adult', 'Age Distribution', 'Aged', 'Aged, 80 and over', 'Betacoronavirus', 'Child', '*Coronavirus', 'Coronavirus Infections/diagnosis/*epidemiology', 'Cross-Sectional Studies', 'Disease Outbreaks', 'Female', 'Humans', 'Incidence', 'Male', 'Middle Aged', '*Pandemics', 'Pneumonia, Viral/diagnosis/*epidemiology', 'Poland/epidemiology', 'Sex Distribution', 'Travel', 'Young Adult'],  	['Journal Article']
3714	32379692	['Betacoronavirus', 'China', '*Coronavirus Infections/drug therapy/therapy', '*Drugs, Chinese Herbal/therapeutic use', 'Humans', '*Medicine, Chinese Traditional', '*Pandemics', '*Pneumonia, Viral/therapy'], ['COVID-19', 'Pneumonia', 'Traditional Chinese medicine']	['Letter']
3715	32379667	['Adult', '*Anxiety/therapy', 'Anxiety Disorders', 'Autogenic Training', 'Betacoronavirus', '*Coronavirus Infections/complications/psychology', 'Female', 'Humans', 'Male', 'Muscle Relaxation', '*Pandemics', '*Pneumonia, Viral/complications/psychology', '*Relaxation Therapy/methods', 'Sleep/physiology', '*Sleep Wake Disorders/etiology/therapy'], ['Anxiety', 'COVID-19', 'Progressive muscle relaxation', 'Sleep quality']	['Journal Article', 'Randomized Controlled Trial']
3716	32379639	['Betacoronavirus', 'Child', 'Coronavirus Infections/*drug therapy', '*Drugs, Chinese Herbal/therapeutic use', 'Herbal Medicine', 'Humans', '*Medicine, Chinese Traditional', 'Pandemics', '*Phytotherapy', 'Plants, Medicinal', 'Pneumonia, Viral/*drug therapy', 'Practice Guidelines as Topic'], ['COVID-19', 'Children', 'Herbal medicine', 'Pediatric', 'Traditional medicine']	['Journal Article', 'Review']
3717	32379637	['Activities of Daily Living', 'Aged', 'Anxiety/etiology/therapy', 'Betacoronavirus', 'Coronavirus Infections/complications/psychology/*rehabilitation', 'Female', 'Humans', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/complications/psychology/*rehabilitation', 'Prospective Studies', 'Quality of Life', 'Respiratory Function Tests', '*Respiratory Therapy/methods', 'Walking'], ['Covid-19', 'Elderly', 'Psychological state', 'Pulmonary function', 'Quality of life', 'Respiratory rehabilitation']	['Journal Article', 'Randomized Controlled Trial']
3718	32379115	['*Cooperative Behavior', '*Coronavirus Infections/epidemiology/prevention & control', 'Delivery of Health Care/organization & administration/*standards', 'Disease Transmission, Infectious/*prevention & control', 'Health Care Rationing/organization & administration/standards', 'Humans', 'International Cooperation', '*Leadership', '*Pandemics/prevention & control', '*Pneumonia, Viral/epidemiology/prevention & control', 'United States/epidemiology'],  	['Journal Article']
3719	32379114	['Adult', 'Aged', 'Aged, 80 and over', 'China', 'Coronavirus Infections/complications/*diagnosis/mortality', 'Female', 'Fractures, Bone/complications/mortality/*therapy', 'Humans', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/complications/*diagnosis/mortality', 'Prognosis', 'Retrospective Studies', 'Time Factors'],  	"['Journal Article', ""Research Support, Non-U.S. Gov't""]"
3720	32379112	['Coronavirus Infections/diagnosis/*epidemiology/history/therapy', 'Disease Transmission, Infectious/history/prevention & control', 'History, 20th Century', 'Humans', '*Pandemics/history/statistics & numerical data', 'Pneumonia, Viral/diagnosis/*epidemiology/history/therapy'],  	['Historical Article', 'Journal Article']
3721	32379111	['*Coronavirus Infections', 'Humans', 'Orthopedics/*standards', '*Pandemics', 'Peer Review, Research/*standards', '*Pneumonia, Viral', 'Publishing'],  	['Journal Article']
3722	32379040	['Coronavirus Infections/*epidemiology/*therapy', 'Delivery of Health Care/*organization & administration', 'Humans', '*Pandemics', 'Personnel Staffing and Scheduling', 'Pneumonia, Viral/*epidemiology/*therapy', '*Specialization'],  	['Journal Article', 'Research Support, N.I.H., Extramural']
3723	32379035	['Coronavirus Infections/diagnosis/epidemiology/*prevention & control', '*Diffusion of Innovation', 'Humans', 'Infection Control/*organization & administration', 'Infectious Disease Transmission, Patient-to-Professional/prevention & control', '*Knowledge', 'Pandemics/*prevention & control', 'Personal Protective Equipment', 'Pneumonia, Viral/diagnosis/epidemiology/*prevention & control'],  	"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]"
3724	32379033	['Coronavirus Infections/epidemiology/*prevention & control', '*Dissent and Disputes', 'Humans', 'Infectious Disease Transmission, Patient-to-Professional/*prevention & control', 'Masks', 'Pandemics/*prevention & control', 'Pneumonia, Viral/epidemiology/*prevention & control', '*Practice Guidelines as Topic', 'Randomized Controlled Trials as Topic', '*Respiratory Protective Devices', 'Uncertainty'],  	['Journal Article']
3725	32379022	['Coronavirus Infections/*prevention & control/transmission', 'Cross Infection/*prevention & control', '*Guideline Adherence', 'Hand Disinfection/*standards', 'Hospital Units', 'Humans', 'Infectious Disease Transmission, Professional-to-Patient/prevention & control', 'Pandemics/*prevention & control', 'Pneumonia, Viral/*prevention & control/transmission', 'Practice Guidelines as Topic'],  	['Journal Article']
3726	32378963	['Betacoronavirus', '*Coronavirus Infections', '*Editorial Policies', 'Humans', '*Pandemics', '*Pneumonia, Viral', '*Psychiatric Rehabilitation', 'Publishing/*trends'],  	['Journal Article']
3727	32378864	['*Abdomen, Acute/etiology', 'Betacoronavirus', '*Coronavirus Infections/complications', 'Humans', '*Pandemics', '*Pneumonia, Viral/complications'],  	['Case Reports', 'Journal Article']
3728	32378854	['Aged, 80 and over', 'Betacoronavirus', '*Coronavirus Infections/complications/diagnosis', 'Female', 'Humans', 'Male', 'Middle Aged', '*Olfaction Disorders/etiology', '*Pandemics', '*Pneumonia, Viral/complications/diagnosis', '*Taste Disorders/etiology'],  	['Case Reports', 'Journal Article']
3729	32378845	['Activities of Daily Living', 'Acute Disease', 'Aged', '*Betacoronavirus', '*Coronavirus Infections/complications', 'Female', 'Health Status', 'Humans', '*Pandemics', '*Pneumonia, Viral/complications'],  	['Case Reports', 'Journal Article']
3730	32378844	['Adult', 'Aged', 'Aged, 80 and over', 'Betacoronavirus', 'Clinical Laboratory Techniques', '*Coronavirus Infections/complications/diagnosis/epidemiology', 'Cough/etiology', '*Critical Illness', 'Dyspnea/etiology', 'Emergency Service, Hospital', 'Fever/etiology', 'Humans', 'Male', 'Middle Aged', 'Norway/epidemiology', 'Organ Dysfunction Scores', '*Pandemics', '*Pneumonia, Viral/complications/diagnosis/epidemiology', 'Retrospective Studies', '*Severity of Illness Index'],  	['Journal Article', 'Observational Study']
3731	32378843	['*Betacoronavirus', 'Clinical Laboratory Techniques', '*Coronavirus Infections/complications/diagnosis', 'False Negative Reactions', 'Humans', 'Nasopharynx/*virology', '*Pandemics', '*Pneumonia, Viral/complications/diagnosis', '*Respiratory Distress Syndrome, Adult/virology'],  	['Case Reports', 'Journal Article']
3732	32378842	['*Betacoronavirus', '*Coronavirus Infections/complications', 'Humans', '*Hypoxia/virology', '*Pandemics', '*Pneumonia, Viral/complications'],  	['Case Reports', 'Journal Article']
3733	32378817	['Administration, Inhalation', '*Betacoronavirus', 'Coronavirus Infections/*therapy', 'Humans', '*Nebulizers and Vaporizers', 'Pandemics', 'Pneumonia, Viral/*therapy', 'Pyruvates/*therapeutic use', 'Sodium/therapeutic use'],  	['Letter']
3734	32378816	['*Betacoronavirus', 'Coronavirus Infections/*therapy', 'Hospital Departments', 'Hospitalization', 'Humans', 'Internal Medicine', 'Israel', 'Pandemics', 'Pneumonia, Viral/*therapy'],  	['Journal Article']
3735	32378815	['Adult', 'Aged', 'Betacoronavirus', 'Cohort Studies', 'Coronavirus Infections/complications/*diagnosis/therapy', 'Diabetes Mellitus/virology', 'Disease Outbreaks', 'Female', 'Hospitalization', 'Humans', 'Hypertension/complications', 'Israel', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/complications/*diagnosis/therapy', 'Tertiary Care Centers'],  	['Journal Article']
3736	32378705	['Amino Acid Sequence', 'Amino Acid Substitution', 'Betacoronavirus/*genetics/isolation & purification', 'Coronavirus Infections/*virology', 'Humans', 'India', 'Models, Molecular', 'Pandemics', 'Pneumonia, Viral/*virology', '*Point Mutation', 'Receptors, Virus/metabolism', 'Spike Glycoprotein, Coronavirus/chemistry/*genetics/metabolism'], ['*COVID-19', '*Coronavirus', '*RBD', '*S protein', '*SARS-CoV-', '*virology']	['Journal Article']
3737	32378648	['Adenosine Monophosphate/*analogs & derivatives/therapeutic use', 'Alanine/*analogs & derivatives/therapeutic use', 'Animals', 'Antiviral Agents/*therapeutic use', 'Betacoronavirus/drug effects', 'Clinical Trials as Topic', 'Coronavirus Infections/*drug therapy', 'Drug Evaluation, Preclinical', 'Humans', 'Middle East Respiratory Syndrome Coronavirus/drug effects', 'Pandemics', 'Pneumonia, Viral/*drug therapy', 'SARS Virus/drug effects'], ['COVID-19', 'SARS-CoV-2', 'effect', 'remdesivir', 'safety']	['Journal Article', 'Review']
3738	32378647	['Antibodies, Monoclonal, Humanized/*therapeutic use', 'Betacoronavirus', 'Clinical Trials as Topic', 'Coronavirus Infections/*drug therapy', 'Cytokines/adverse effects', 'Humans', 'Interleukin-6', 'Pandemics', 'Pneumonia, Viral/*drug therapy', 'Receptors, Interleukin-6/*antagonists & inhibitors'], ['coronavirus', 'cytokine storm', 'pneumonia', 'tocilizumab']	['Journal Article']
3739	32378471	['Animals', 'Betacoronavirus/*physiology', 'Coronaviridae Infections/*pathology/*prevention & control', 'Coronavirus Infections/*pathology/*prevention & control', '*Disease Models, Animal', 'Humans', 'Middle East Respiratory Syndrome Coronavirus/physiology', 'Pandemics/*prevention & control', 'Pneumonia, Viral/*pathology/*prevention & control', 'Research/*trends', 'SARS Virus/physiology'], ['Coronavirus', 'animal model', 'infectious disease', 'respiratory syndrome', 'vaccine and drug discovery']	['Journal Article', 'Review']
3740	32378470	['Coronavirus Infections/*epidemiology/mortality', 'Humans', '*Life Change Events', 'Palliative Care/*organization & administration', '*Pandemics', 'Pneumonia, Viral/*epidemiology/mortality', 'State Medicine', 'United Kingdom/epidemiology'],  	['Journal Article']
3741	32378467	['*Community Health Nursing', 'Coronavirus Infections/*epidemiology/*nursing', 'Humans', '*Pandemics', 'Pneumonia, Viral/*epidemiology/*nursing', 'United Kingdom/epidemiology'],  	['Editorial']
3742	32378466	['Coronavirus Infections/*epidemiology/*nursing', 'England/epidemiology', 'Humans', 'Nurses, Community Health/*psychology', 'Pandemics', 'Pneumonia, Viral/*epidemiology/*nursing', 'State Medicine/*organization & administration'],  	['Journal Article']
3743	32378464	['*Betacoronavirus', 'Chronic Disease/epidemiology/*nursing', 'Community Health Nursing', 'Comorbidity', 'Coronavirus Infections/*epidemiology/prevention & control', 'Humans', '*Pandemics/prevention & control', 'Pneumonia, Viral/*epidemiology/prevention & control', 'Practice Guidelines as Topic', 'Risk Assessment', 'United Kingdom/epidemiology'], ['COVID-19', 'Chronic obstructive pulmonary disease', 'Diabetes', 'Hypertension', 'Long-term conditions']	['Journal Article']
3744	32378460	['Aged', 'Coronavirus Infections/*epidemiology', 'Humans', 'Mental Health/*statistics & numerical data', 'Models, Psychological', '*Pandemics', 'Pneumonia, Viral/*epidemiology', 'Social Isolation/*psychology', 'United Kingdom/epidemiology'], ['Loneliness', 'Mental health', 'Older people', 'Self-isolation', 'Social distancing']	['Journal Article']
3745	32378373	['Betacoronavirus', '*Coronavirus', 'Coronavirus Infections', 'Pandemics', 'Pneumonia, Viral', 'Publishing'],  	['Editorial', 'Comment']
3746	32378152	['Coronavirus Infections/*epidemiology', 'Education, Medical/*organization & administration', 'Humans', 'Pandemics', 'Pneumonia, Viral/*epidemiology', 'Singapore', 'Socioeconomic Factors'],  	['Journal Article', 'Review']
3747	32378030	['Betacoronavirus/metabolism', 'Coronavirus Infections/blood/*complications/drug therapy/epidemiology', 'Disseminated Intravascular Coagulation/drug therapy/virology', 'Female', 'Humans', 'Male', 'Pandemics', 'Peptidyl-Dipeptidase A/administration & dosage/metabolism', 'Pneumonia, Viral/blood/*complications/drug therapy/epidemiology', 'Recombinant Proteins/administration & dosage', 'Stroke/drug therapy/*virology', 'Tissue Plasminogen Activator/blood/therapeutic use'], ['*Angiotensin-converting enzyme 2 (ACE2)', '*COVID-19', '*Coagulopathy', '*SARS-CoV-2', '*Sepsis', '*Stroke']	['Letter', 'Research Support, N.I.H., Extramural']
3748	32377709	['*Betacoronavirus', 'Coronavirus Infections/*complications/*epidemiology', 'Inflammation', 'Obesity/*complications', 'Pandemics', 'Pneumonia, Viral/*complications/*epidemiology', 'Prevalence', 'Risk Factors'],  	['Journal Article', 'Review']
3749	32376987	['Cell Line', 'DNA Footprinting', 'Drug Discovery', 'G-Quadruplexes', 'Gene Expression Regulation/drug effects', 'Humans', 'Influenza A virus/*growth & development/physiology', '*Organoselenium Compounds/chemistry/pharmacology', 'Promoter Regions, Genetic', 'Serine Endopeptidases/*genetics', 'Transcription, Genetic'],  	"['Journal Article', ""Research Support, Non-U.S. Gov't""]"
3750	32376777	['*Continuity of Patient Care', 'Coronavirus Infections/epidemiology/*therapy', 'Humans', 'Pandemics', 'Pneumonia, Viral/epidemiology/*therapy', '*Rehabilitation Centers', 'Telemedicine'], ['*SARS', '*health systems', '*public health']	['Journal Article']
3751	32376774	['Betacoronavirus/isolation & purification', 'Coronavirus Infections/epidemiology/*prevention & control/virology', 'Humans', 'Lupus Erythematosus, Systemic/*diagnosis/*drug therapy', 'Pandemics/*prevention & control', 'Pneumonia, Viral/epidemiology/*prevention & control/virology'], ['*antirheumatic agents', '*interferon type I', '*lupus erythematosus, systemic']	['Letter']
3752	32376697	['Animals', 'Base Sequence', 'Betacoronavirus/*genetics', 'Chiroptera/virology', 'Coronavirus Infections/*veterinary/virology', 'Eutheria/*virology', 'Lung/virology', 'Lung Diseases/*veterinary/virology', 'Metagenomics/*methods', 'Sequence Alignment'], ['*COVID', '*SARS-nCoV-2', '*bioinformatics', '*coronavirus', '*metagenomics', '*pangolin']	"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]"
3753	32376669	['Animals', 'Betacoronavirus/genetics/*pathogenicity', 'Caregivers', '*Coronavirus Infections/transmission/virology', '*Family Health', '*Health Behavior', 'Home Care Services', 'Humans', '*Infection Control/methods', 'Models, Animal', '*Pandemics', '*Pneumonia, Viral/transmission/virology', 'Risk Factors', '*Viral Load'],  	['Journal Article']
3754	32376652	['Betacoronavirus', '*Coronavirus', '*Coronavirus Infections/prevention & control/transmission', 'Disease Transmission, Infectious/*prevention & control', '*Health Personnel', 'Humans', '*Infection Control', 'Pandemics', 'Pneumonia, Viral', 'Primary Health Care'],  	['Letter', 'Comment']
3755	32376595	['Aerosols', 'Betacoronavirus', '*Cardiopulmonary Resuscitation/methods/standards', '*Coronavirus Infections/transmission', 'Humans', 'Infection Control', '*Infectious Disease Transmission, Patient-to-Professional/prevention & control', '*Pandemics', '*Personal Protective Equipment', '*Pneumonia, Viral/transmission', 'Practice Guidelines as Topic', 'State Medicine', 'United Kingdom'],  	['Letter']
3756	32376593	['*Betacoronavirus', 'Chromatography, High Pressure Liquid', '*Coronavirus Infections/drug therapy/epidemiology', '*Drug Monitoring', 'Hot Temperature', 'Humans', '*Pandemics', '*Pneumonia, Viral/drug therapy/epidemiology', 'Reproducibility of Results', '*Tandem Mass Spectrometry', 'Voriconazole/*therapeutic use'], ['COVID-19', 'therapeutic drug monitoring', 'voriconazole', 'whole blood inactivation']	['Journal Article']
3757	32376592	['Aged', 'Betacoronavirus', 'Coronavirus Infections/*therapy', 'Humans', '*Intubation, Intratracheal', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*therapy'], ['COVID-19', 'tracheal intubation']	['Journal Article']
3758	32376589	['*Betacoronavirus', 'Coronavirus Infections/*diagnostic imaging', 'Humans', 'Pandemics', 'Pneumonia, Viral/*diagnostic imaging', 'Tomography, X-Ray Computed'], ['coronavirus disease 2019', 'dynamic change', 'tomography, X-ray computed']	['Journal Article']
3759	32376588	['*Betacoronavirus', 'China', '*Coronavirus Infections', 'Humans', '*Pandemics', '*Pneumonia, Viral'], ['COVID-19', 'hospital staffing', 'medical rescue', 'trans-regional']	['Journal Article']
3760	32376587	['*Betacoronavirus', 'China', '*Coronavirus Infections', 'Humans', '*Pandemics', '*Pneumonia, Viral'], ['COVID-19', 'epidemics', 'health economics and outcome research', 'randomized controlled trials', 'real-world evidence studies']	['Journal Article']
3761	32376583	['Aged', '*Betacoronavirus', 'Cerebral Infarction/*etiology', 'Coronavirus Infections/*complications', 'Humans', 'Pandemics', 'Pneumonia, Viral/*complications'], ['COVID-19', 'cerebral infarction', 'elderly patients', 'secondary bacterial infection']	['Journal Article']
3762	32376581	['*Betacoronavirus', '*Coronavirus Infections', 'Humans', 'Leukocyte Count', '*Lymphocytes', '*Neutrophils', '*Pandemics', '*Pneumonia, Viral', 'Prognosis', 'ROC Curve', 'Retrospective Studies'], ['COVID-19', 'neutrophil/lymphocyte ratio', 'warning signal']	['Journal Article']
3763	32376580	['Anxiety', '*Betacoronavirus', 'China', '*Coronavirus Infections', 'Depression', 'Disease Outbreaks', '*Pandemics', '*Pneumonia, Viral', 'Sleep', 'Surveys and Questionnaires'], ['COVID-19', 'anxiety', 'depression', 'nursing interns', 'sleep disturbance']	['Journal Article']
